trade_date,close,open,high,low,vol,pct_chg
20141107,2502.15,2508.76,2541.55,2489.42,208760.0,-0.0016
20141110,2565.73,2529.83,2565.73,2514.71,226600.0,0.0254
20141111,2558.61,2578.44,2602.37,2532.57,323710.0,-0.0028000000000000004
20141112,2594.32,2545.40,2594.32,2539.60,184690.0,0.013999999999999999
20141113,2579.75,2597.39,2607.52,2567.46,219820.0,-0.005600000000000001
20141114,2581.09,2569.21,2581.93,2557.67,165050.0,0.0005
20141117,2567.10,2613.51,2614.09,2565.94,158480.0,-0.0054
20141118,2541.42,2565.27,2570.21,2534.93,142940.0,-0.01
20141119,2537.22,2538.23,2550.50,2531.32,122150.0,-0.0017000000000000001
20141120,2537.10,2528.78,2545.47,2522.84,106150.0,-0.0
20141121,2583.45,2537.54,2585.36,2530.03,151030.0,0.0183
20141124,2649.26,2614.16,2667.67,2602.94,279840.0,0.0255
20141125,2685.56,2650.09,2686.06,2643.84,222610.0,0.0137
20141126,2723.02,2695.26,2723.36,2690.31,243960.0,0.0139
20141127,2754.49,2737.03,2754.49,2718.70,265470.0,0.0116
20141128,2808.82,2753.93,2809.54,2740.37,375320.0,0.0197
20141201,2819.81,2825.61,2855.33,2808.65,365490.0,0.0039000000000000003
20141202,2923.94,2807.34,2944.51,2804.29,361470.0,0.0369
20141203,2967.55,2936.12,3028.22,2912.25,466160.0,0.0149
20141204,3104.35,2975.40,3104.89,2968.88,426810.0,0.0461
20141205,3124.89,3143.97,3195.80,3011.94,524880.0,0.0066
20141208,3252.88,3108.27,3270.88,3075.70,484460.0,0.040999999999999995
20141209,3106.91,3233.10,3387.83,3074.52,632880.0,-0.0449
20141210,3221.55,3120.21,3229.05,3058.19,425020.0,0.0369
20141211,3183.01,3185.16,3254.42,3158.44,367090.0,-0.012
20141212,3193.23,3182.92,3239.45,3167.93,301070.0,0.0032
20141215,3217.23,3176.83,3226.22,3143.30,290190.0,0.0075
20141216,3303.40,3221.36,3303.40,3207.69,358120.0,0.0268
20141217,3360.60,3325.82,3368.19,3275.74,448140.0,0.0173
20141218,3345.93,3359.09,3393.71,3322.23,355970.0,-0.0044
20141219,3383.17,3345.63,3397.18,3280.92,411210.0,0.0111
20141222,3394.48,3396.25,3455.21,3357.66,549800.0,0.0033
20141223,3324.92,3358.80,3431.78,3316.91,369740.0,-0.020499999999999997
20141224,3230.39,3332.15,3340.36,3188.49,317450.0,-0.028399999999999998
20141225,3335.42,3254.48,3335.78,3226.32,309800.0,0.0325
20141226,3445.84,3343.64,3453.34,3335.01,384610.0,0.0331
20141229,3455.45,3502.18,3524.28,3405.84,425020.0,0.0028000000000000004
20141230,3457.55,3450.81,3491.83,3422.17,328230.0,0.0006
20141231,3533.70,3462.39,3542.34,3452.50,345940.0,0.022000000000000002
20150105,3641.54,3566.09,3669.04,3551.51,451200.0,0.0305
20150106,3641.06,3608.43,3683.23,3587.23,420960.0,-0.0001
20150107,3643.79,3620.92,3671.19,3601.70,320190.0,0.0007000000000000001
20150108,3559.26,3650.07,3659.95,3552.10,295000.0,-0.0232
20150109,3546.72,3547.57,3689.75,3536.39,349980.0,-0.0034999999999999996
20150112,3513.58,3531.51,3560.53,3461.32,266570.0,-0.009300000000000001
20150113,3514.04,3506.45,3550.16,3494.77,187150.0,0.0001
20150114,3502.42,3522.91,3547.24,3471.56,196010.0,-0.0033
20150115,3604.12,3501.72,3604.12,3482.27,237810.0,0.028999999999999998
20150116,3635.15,3616.25,3662.16,3601.26,282680.0,0.0086
20150119,3355.16,3414.01,3497.25,3330.98,329510.0,-0.077
20150120,3396.22,3336.79,3419.20,3325.68,297840.0,0.012199999999999999
20150121,3548.89,3420.49,3557.79,3409.43,337930.0,0.045
20150122,3567.61,3551.05,3576.76,3520.05,268850.0,0.0053
20150123,3571.73,3582.09,3627.81,3548.63,280170.0,0.0012
20150126,3607.99,3580.12,3611.62,3559.38,239770.0,0.0102
20150127,3574.93,3614.04,3616.26,3510.02,287670.0,-0.0092
20150128,3525.32,3547.24,3583.31,3512.39,216220.0,-0.0139
20150129,3481.80,3474.91,3505.58,3453.90,211620.0,-0.0123
20150130,3434.39,3496.89,3514.22,3431.94,196480.0,-0.013600000000000001
20150202,3353.96,3360.19,3407.26,3347.09,195180.0,-0.023399999999999997
20150203,3437.45,3388.60,3441.71,3360.72,192850.0,0.024900000000000002
20150204,3401.77,3446.14,3476.82,3399.57,191300.0,-0.0104
20150205,3366.95,3487.95,3487.95,3366.86,250430.0,-0.0102
20150206,3312.42,3352.33,3374.05,3285.93,192660.0,-0.016200000000000003
20150209,3345.92,3305.73,3376.53,3298.60,172350.0,0.0101
20150210,3406.94,3345.08,3407.18,3339.55,159310.0,0.0182
20150211,3434.12,3415.98,3445.66,3412.14,144610.0,0.008
20150212,3442.87,3435.36,3453.58,3405.63,156080.0,0.0025
20150213,3469.83,3458.83,3509.51,3452.08,201090.0,0.0078000000000000005
20150216,3499.48,3473.29,3504.47,3466.61,165640.0,0.0085
20150217,3522.32,3511.54,3536.82,3511.09,165330.0,0.006500000000000001
20150225,3478.73,3529.55,3529.55,3463.95,165540.0,-0.0124
20150226,3566.30,3473.71,3569.33,3456.87,229330.0,0.0252
20150227,3572.84,3565.23,3594.81,3560.45,222790.0,0.0018
20150302,3601.26,3603.45,3608.69,3566.53,248180.0,0.008
20150303,3507.90,3579.32,3579.32,3504.20,261870.0,-0.0259
20150304,3530.82,3514.67,3540.91,3497.17,199660.0,0.006500000000000001
20150305,3496.34,3513.25,3517.08,3467.68,217510.0,-0.0098
20150306,3478.52,3501.18,3516.24,3472.39,181520.0,-0.0051
20150309,3537.75,3449.70,3546.70,3417.49,233940.0,0.017
20150310,3520.61,3523.64,3551.20,3511.99,194270.0,-0.0048
20150311,3524.65,3524.57,3568.92,3512.22,188950.0,0.0011
20150312,3592.84,3557.69,3603.34,3536.53,265670.0,0.019299999999999998
20150313,3617.66,3604.67,3641.39,3594.74,246870.0,0.0069
20150316,3705.67,3641.77,3705.74,3621.12,275440.0,0.024300000000000002
20150317,3757.12,3733.96,3762.57,3716.81,371630.0,0.0139
20150318,3846.05,3769.09,3846.05,3763.85,415190.0,0.023700000000000002
20150319,3839.74,3851.25,3859.13,3809.71,391550.0,-0.0016
20150320,3892.57,3852.49,3916.86,3832.42,401820.0,0.0138
20150323,3972.06,3923.08,3972.30,3922.21,391120.0,0.0204
20150324,3973.05,3980.07,3989.86,3883.78,468580.0,0.0002
20150325,3940.41,3961.58,3980.72,3913.99,379970.0,-0.008199999999999999
20150326,3950.00,3921.74,3992.00,3892.88,346760.0,0.0024
20150327,3971.70,3957.54,3993.03,3932.87,298760.0,0.0055000000000000005
20150330,4088.18,3999.02,4101.65,3999.02,428300.0,0.029300000000000003
20150331,4051.20,4138.89,4166.02,4037.77,436070.0,-0.009000000000000001
20150401,4123.90,4057.50,4139.50,4046.94,329510.0,0.0179
20150402,4124.78,4149.95,4156.84,4068.65,339070.0,0.0002
20150403,4170.54,4104.67,4170.56,4092.38,321300.0,0.0111
20150407,4260.04,4213.89,4260.47,4197.02,415360.0,0.0215
20150408,4295.80,4277.45,4304.78,4204.83,458680.0,0.0084
20150409,4262.14,4316.96,4332.17,4212.61,439700.0,-0.0078000000000000005
20150410,4344.42,4249.38,4351.69,4231.20,348190.0,0.019299999999999998
20150413,4421.07,4394.05,4432.02,4361.59,434150.0,0.0176
20150414,4438.18,4432.13,4474.35,4385.91,434430.0,0.0039000000000000003
20150415,4380.51,4439.31,4476.00,4379.61,472150.0,-0.013000000000000001
20150416,4513.55,4355.49,4513.77,4335.63,422600.0,0.0304
20150417,4596.14,4578.68,4630.27,4553.90,552800.0,0.0183
20150420,4521.92,4615.03,4671.17,4492.60,686440.0,-0.0161
20150421,4619.16,4520.46,4620.06,4504.56,490320.0,0.0215
20150422,4739.81,4637.06,4740.93,4632.59,516210.00000000006,0.026099999999999998
20150423,4740.89,4764.48,4782.04,4693.97,497430.0,0.0002
20150424,4702.64,4682.63,4730.43,4618.32,480150.0,-0.008100000000000001
20150427,4807.59,4753.87,4810.48,4735.31,513080.00000000006,0.0223
20150428,4741.86,4811.32,4839.08,4703.57,608640.0,-0.0137
20150429,4774.33,4722.90,4797.93,4695.79,395060.0,0.0068000000000000005
20150430,4749.89,4788.41,4818.73,4749.48,399730.0,-0.0051
20150504,4787.74,4757.64,4795.91,4699.40,377840.0,0.008
20150505,4596.84,4785.19,4785.19,4572.98,460420.0,-0.039900000000000005
20150506,4553.33,4626.23,4700.91,4511.76,376070.0,-0.0095
20150507,4470.09,4520.82,4546.34,4467.46,297760.0,-0.0183
20150508,4558.40,4515.55,4559.06,4445.59,302410.0,0.019799999999999998
20150511,4690.53,4582.09,4690.95,4535.15,373840.0,0.028999999999999998
20150512,4747.42,4692.12,4748.00,4660.02,377050.0,0.0121
20150513,4718.44,4746.71,4758.00,4678.85,370730.0,-0.0060999999999999995
20150514,4700.78,4717.95,4735.28,4670.17,337730.0,-0.0037
20150515,4617.47,4690.76,4690.76,4592.05,328430.0,-0.0177
20150518,4575.14,4582.06,4623.38,4565.06,269180.0,-0.0092
20150519,4731.22,4577.64,4740.01,4577.64,314790.0,0.0341
20150520,4754.92,4751.57,4843.10,4745.21,363180.0,0.005
20150521,4840.98,4768.69,4841.61,4746.03,305060.0,0.0181
20150522,4951.34,4895.93,4951.99,4870.60,455850.0,0.022799999999999997
20150525,5099.49,4949.11,5099.84,4949.11,465740.0,0.029900000000000003
20150526,5198.92,5140.80,5199.30,5063.15,487950.0,0.0195
20150527,5181.43,5216.17,5226.84,5126.86,470800.0,-0.0034000000000000002
20150528,4834.01,5174.10,5213.18,4831.33,571830.0,-0.06709999999999999
20150529,4840.83,4839.53,4924.30,4665.52,427880.0,0.0014000000000000002
20150601,5076.18,4862.76,5079.32,4835.77,417500.0,0.048600000000000004
20150602,5161.87,5091.27,5162.56,5047.08,412970.0,0.0169
20150603,5143.59,5176.60,5186.97,5059.49,414260.0,-0.0034999999999999996
20150604,5181.42,5156.01,5194.23,4863.47,482770.0,0.0074
20150605,5230.55,5254.90,5288.34,5104.18,545960.0,0.0095
20150608,5353.75,5259.41,5370.61,5202.59,637310.0,0.0236
20150609,5317.46,5379.47,5380.43,5251.21,570430.0,-0.0068000000000000005
20150610,5309.11,5254.30,5374.83,5209.68,442170.0,-0.0016
20150611,5306.59,5305.14,5329.30,5248.16,392340.0,-0.0005
20150612,5335.12,5329.28,5351.65,5283.09,430130.0,0.0054
20150615,5221.17,5354.01,5362.45,5207.31,475750.0,-0.021400000000000002
20150616,5064.82,5165.02,5204.30,5015.26,411680.0,-0.029900000000000003
20150617,5138.83,5072.31,5158.37,4949.29,397120.0,0.0146
20150618,4930.55,5107.69,5121.22,4926.43,364400.0,-0.0405
20150619,4637.05,4847.06,4910.45,4634.69,358110.0,-0.059500000000000004
20150623,4786.09,4641.42,4786.95,4455.33,365090.0,0.0321
20150624,4880.13,4811.59,4883.73,4744.31,434640.0,0.0196
20150625,4706.52,4906.24,4919.26,4667.22,446140.0,-0.0356
20150626,4336.19,4573.87,4650.19,4278.68,446640.0,-0.0787
20150629,4191.55,4446.84,4451.17,4000.93,525660.0,-0.0334
20150630,4473.00,4161.07,4475.77,4016.01,527050.0,0.06709999999999999
20150701,4253.02,4408.98,4526.13,4235.70,431720.0,-0.0492
20150702,4108.00,4287.73,4312.19,4000.06,457060.0,-0.0341
20150703,3885.92,4017.20,4164.63,3785.90,429300.0,-0.0541
20150706,3998.54,4218.27,4218.27,3832.47,648100.0,0.028999999999999998
20150707,3928.00,3877.85,3960.64,3743.62,679390.0,-0.0176
20150708,3663.04,3651.06,3762.62,3612.25,581470.0,-0.0675
20150709,3897.63,3621.68,3930.26,3537.83,503870.0,0.064
20150710,4106.56,3916.27,4179.11,3887.55,500700.0,0.0536
20150713,4211.81,4132.23,4278.16,4072.43,502090.0,0.0256
20150714,4112.15,4178.63,4258.51,4062.50,454420.0,-0.023700000000000002
20150715,3966.76,4068.88,4114.24,3899.51,421960.0,-0.0354
20150716,3997.36,3949.64,4067.02,3856.32,330530.0,0.0077
20150717,4151.50,4023.76,4190.19,4000.23,331110.0,0.038599999999999995
20150720,4160.61,4157.06,4221.69,4106.39,352670.0,0.0022
20150721,4166.01,4109.76,4201.48,4081.70,318380.0,0.0013
20150722,4157.16,4148.56,4187.43,4094.71,318950.0,-0.0021
20150723,4250.81,4158.93,4262.06,4148.82,354470.0,0.0225
20150724,4176.28,4255.20,4299.65,4154.62,392050.0,-0.0175
20150727,3818.73,4097.80,4156.31,3817.17,365060.0,-0.08560000000000001
20150728,3811.09,3690.97,3883.45,3627.42,383530.0,-0.002
20150729,3930.38,3839.96,3934.00,3769.19,276970.0,0.0313
20150730,3815.41,3915.78,3968.53,3802.88,271550.0,-0.029300000000000003
20150731,3816.70,3777.15,3863.62,3757.99,222380.0,0.0003
20150803,3829.24,3766.07,3829.24,3742.58,245810.0,0.0033
20150804,3948.16,3827.37,3948.45,3801.03,220240.0,0.0311
20150805,3866.90,3937.62,3962.28,3858.66,200480.0,-0.0206
20150806,3831.85,3802.93,3888.69,3793.24,147280.0,-0.0091
20150807,3906.94,3866.43,3926.65,3857.91,183350.0,0.0196
20150810,4084.36,3947.47,4101.73,3932.84,306780.0,0.0454
20150811,4066.67,4083.59,4110.13,4042.00,322030.0,-0.0043
20150812,4016.13,4025.67,4078.03,4015.35,255150.0,-0.0124
20150813,4075.46,4010.01,4075.70,3967.82,242840.0,0.0148
20150814,4073.54,4097.92,4113.16,4056.73,253390.0,-0.0005
20150817,4077.87,4058.11,4081.77,4009.99,256940.0,0.0011
20150818,3825.41,4084.31,4103.05,3816.55,319880.0,-0.061900000000000004
20150819,3886.14,3748.27,3898.74,3668.19,269050.0,0.0159
20150820,3761.45,3848.40,3880.82,3761.45,212170.0,-0.0321
20150821,3589.54,3714.29,3757.78,3578.17,217990.0,-0.045700000000000005
20150824,3275.53,3454.60,3468.15,3266.55,255440.0,-0.0875
20150825,3042.93,3070.01,3200.11,3019.56,276080.0,-0.071
20150826,3025.69,3062.57,3192.93,2952.01,308270.0,-0.005699999999999999
20150827,3205.64,3092.81,3206.72,3028.40,267300.0,0.059500000000000004
20150828,3342.29,3246.24,3353.24,3223.62,299500.0,0.0426
20150831,3366.54,3307.40,3368.28,3205.54,280250.0,0.0073
20150901,3362.08,3296.53,3370.50,3190.58,352460.0,-0.0013
20150902,3365.83,3220.85,3387.02,3213.64,347790.0,0.0011
20150907,3250.49,3347.29,3422.22,3240.24,204220.0,-0.034300000000000004
20150908,3334.02,3221.79,3340.22,3170.81,154600.0,0.025699999999999997
20150909,3399.31,3344.82,3426.65,3330.29,220470.0,0.0196
20150910,3357.56,3349.28,3398.32,3337.31,144880.0,-0.0123
20150911,3347.19,3349.88,3383.13,3315.48,108550.0,-0.0031
20150914,3281.13,3367.64,3373.92,3187.57,205460.0,-0.0197
20150915,3152.23,3208.74,3240.08,3131.98,143560.0,-0.0393
20150916,3309.25,3149.16,3345.92,3131.37,159710.0,0.049800000000000004
20150917,3237.00,3287.66,3354.91,3237.00,169400.0,-0.0218
20150918,3251.27,3254.44,3280.88,3227.83,106900.0,0.0044
20150921,3308.25,3222.60,3312.55,3211.93,122790.0,0.0175
20150922,3339.03,3312.37,3371.41,3303.18,146220.0,0.009300000000000001
20150923,3263.03,3290.07,3315.94,3253.33,123170.0,-0.022799999999999997
20150924,3285.00,3278.90,3300.86,3255.90,102010.0,0.0067
20150925,3231.95,3272.66,3290.86,3201.91,121420.0,-0.0161
20150928,3242.75,3226.61,3246.55,3186.51,74220.0,0.0033
20150929,3178.85,3197.22,3208.42,3159.04,87150.0,-0.0197
20150930,3202.95,3195.90,3223.91,3186.77,78560.0,0.0076
20151008,3296.48,3324.98,3337.33,3294.60,132080.0,0.0292
20151009,3340.12,3302.36,3352.38,3293.97,124350.0,0.0132
20151012,3447.69,3351.14,3486.63,3347.25,221400.0,0.0322
20151013,3445.04,3422.48,3452.05,3413.97,145430.0,-0.0008
20151014,3406.11,3431.14,3458.70,3403.23,152170.0,-0.0113
20151015,3486.82,3403.39,3486.82,3402.32,171160.0,0.023700000000000002
20151016,3534.07,3508.52,3537.54,3487.10,208970.0,0.013600000000000001
20151019,3534.18,3548.95,3572.99,3502.50,207610.0,0.0
20151020,3577.70,3527.88,3577.80,3510.44,179030.0,0.0123
20151021,3473.25,3580.84,3601.24,3417.41,282080.0,-0.0292
20151022,3524.53,3453.20,3530.77,3442.31,184310.0,0.0148
20151023,3571.24,3536.84,3581.84,3515.82,198290.0,0.013300000000000001
20151026,3589.26,3614.70,3620.76,3561.19,204250.0,0.005
20151027,3592.88,3569.45,3601.05,3486.10,192060.0,0.001
20151028,3524.92,3575.80,3598.17,3517.21,170980.0,-0.0189
20151029,3533.31,3539.98,3561.81,3507.97,127010.0,0.0024
20151030,3534.08,3530.22,3574.47,3497.57,139140.0,0.0002
20151102,3475.96,3489.23,3543.45,3474.71,130000.0,-0.016399999999999998
20151103,3465.49,3484.72,3501.70,3452.62,101400.0,-0.003
20151104,3628.54,3477.16,3628.54,3477.16,205420.0,0.047
20151105,3705.97,3630.78,3781.41,3627.30,398050.0,0.0213
20151106,3793.37,3698.34,3801.70,3694.66,298750.0,0.0236
20151109,3840.35,3796.38,3891.77,3796.38,356810.0,0.0124
20151110,3833.24,3806.67,3876.49,3798.82,286520.0,-0.0019
20151111,3833.65,3828.45,3843.11,3781.41,232230.0,0.0001
20151112,3795.32,3841.74,3843.90,3771.27,217540.0,-0.01
20151113,3746.24,3756.20,3793.71,3727.58,203490.0,-0.0129
20151116,3764.13,3682.73,3764.41,3680.07,161690.0,0.0048
20151117,3758.39,3790.43,3852.77,3750.16,248530.0,-0.0015
20151118,3715.58,3760.46,3771.85,3706.31,185690.0,-0.011399999999999999
20151119,3774.97,3725.62,3775.23,3714.67,154630.0,0.016
20151120,3774.38,3778.88,3793.54,3757.03,186950.0,-0.0002
20151123,3753.34,3774.44,3802.85,3743.41,175630.0,-0.005600000000000001
20151124,3753.89,3745.76,3754.17,3702.74,143380.0,0.0001
20151125,3781.61,3747.76,3781.86,3735.72,151950.0,0.0074
20151126,3759.43,3795.25,3805.84,3756.82,173530.0,-0.0059
20151127,3556.99,3739.10,3742.74,3534.39,208940.0,-0.0538
20151130,3566.41,3554.89,3587.97,3455.07,173200.0,0.0026
20151201,3591.70,3562.32,3617.31,3536.12,136540.0,0.0070999999999999995
20151202,3721.95,3587.76,3725.85,3573.40,213540.0,0.0363
20151203,3749.30,3709.55,3758.45,3693.14,197760.0,0.0073
20151204,3677.59,3719.73,3726.12,3667.29,151200.0,-0.0191
20151207,3687.61,3681.58,3699.34,3658.58,113880.0,0.0027
20151208,3623.02,3668.84,3668.84,3619.44,125780.0,-0.0175
20151209,3635.94,3613.42,3655.16,3611.49,113330.0,0.0036
20151210,3623.08,3634.37,3678.32,3615.99,120220.0,-0.0034999999999999996
20151211,3608.06,3605.37,3630.74,3578.15,110320.0,-0.0040999999999999995
20151214,3711.32,3573.88,3712.50,3571.00,151770.0,0.0286
20151215,3694.39,3707.73,3717.36,3679.23,126480.0,-0.0046
20151216,3685.44,3703.95,3713.09,3677.45,111340.0,-0.0024
20151217,3755.89,3712.78,3768.84,3709.85,177920.0,0.0191
20151218,3767.91,3754.96,3810.22,3750.93,173470.0,0.0032
20151221,3865.96,3762.10,3877.82,3759.99,217440.0,0.026000000000000002
20151222,3876.73,3872.10,3880.47,3841.59,180300.0,0.0028000000000000004
20151223,3866.38,3877.87,3926.69,3862.96,207020.0,-0.0027
20151224,3829.40,3858.13,3867.68,3787.08,147180.0,-0.0096
20151225,3838.20,3832.08,3848.02,3813.20,119620.0,0.0023
20151228,3727.63,3847.53,3853.39,3727.63,153990.0,-0.0288
20151229,3761.87,3723.05,3762.05,3710.48,101890.0,0.0092
20151230,3765.18,3762.91,3765.66,3726.28,105630.0,0.0009
20151231,3731.00,3760.90,3772.62,3727.32,101870.0,-0.0091
20160104,3469.07,3725.86,3726.24,3468.95,115370.0,-0.0702
20160105,3478.78,3382.18,3518.22,3377.28,162120.0,0.0028000000000000004
20160106,3539.81,3482.41,3543.74,3468.47,145970.0,0.0175
20160107,3294.38,3481.15,3481.15,3284.74,44100.0,-0.0693
20160108,3361.56,3371.87,3418.85,3237.93,185960.0,0.0204
20160111,3192.45,3303.12,3342.48,3192.45,174640.0,-0.050300000000000004
20160112,3215.71,3214.82,3242.25,3174.55,128229.99999999999,0.0073
20160113,3155.88,3240.48,3257.30,3155.88,120670.0,-0.018600000000000002
20160114,3221.57,3076.64,3226.66,3072.04,134540.0,0.0208
20160115,3118.73,3200.89,3216.80,3101.05,124600.0,-0.0319
20160118,3130.73,3068.23,3165.62,3066.73,101130.0,0.0038
20160119,3223.13,3132.70,3227.91,3119.22,127650.0,0.029500000000000002
20160120,3174.38,3204.22,3225.95,3154.43,130650.0,-0.0151
20160121,3081.35,3136.38,3202.54,3081.35,111190.0,-0.029300000000000003
20160122,3113.46,3114.89,3132.17,3053.96,89950.0,0.0104
20160125,3128.89,3129.03,3149.33,3105.10,81540.0,0.005
20160126,2940.51,3099.60,3106.53,2934.65,126930.0,-0.0602
20160127,2930.35,2953.18,2963.54,2839.29,132230.0,-0.0034999999999999996
20160128,2853.76,2909.33,2941.89,2841.84,99220.0,-0.026099999999999998
20160129,2946.09,2855.60,2965.31,2854.37,113300.0,0.032400000000000005
20160201,2901.05,2939.04,2944.52,2869.56,86800.0,-0.015300000000000001
20160202,2961.33,2901.53,2972.43,2901.51,88600.0,0.0208
20160203,2948.64,2931.29,2954.71,2909.90,77390.0,-0.0043
20160204,2984.76,2960.33,2999.21,2960.21,91780.0,0.012199999999999999
20160205,2963.79,2982.06,2988.36,2962.85,76850.0,-0.006999999999999999
20160215,2946.71,2888.43,2961.49,2886.02,72920.0,-0.0058
20160216,3037.04,2962.19,3042.09,2962.19,112580.0,0.030699999999999998
20160217,3063.32,3034.09,3065.78,3027.05,128289.99999999999,0.0087
20160218,3053.70,3079.53,3093.51,3049.84,124400.0,-0.0031
20160219,3051.59,3047.94,3065.97,3032.63,87340.0,-0.0007000000000000001
20160222,3118.87,3083.93,3128.21,3071.33,140950.0,0.022000000000000002
20160223,3089.36,3117.20,3119.22,3061.43,112570.0,-0.0095
20160224,3109.55,3077.61,3109.55,3055.25,111780.0,0.006500000000000001
20160225,2918.75,3104.41,3104.44,2905.46,157830.0,-0.061399999999999996
20160226,2948.03,2942.10,2964.39,2902.95,106950.0,0.01
20160229,2877.47,2939.58,2939.87,2821.21,129340.0,-0.0239
20160301,2930.69,2881.34,2950.44,2863.32,116050.0,0.018500000000000003
20160302,3051.33,2933.92,3054.72,2933.12,175970.0,0.0412
20160303,3058.42,3050.39,3078.44,3040.25,173110.0,0.0023
20160304,3093.89,3047.54,3101.66,3032.42,219170.0,0.0116
20160307,3104.84,3109.00,3130.90,3083.58,132460.0,0.0034999999999999996
20160308,3107.67,3100.15,3109.25,3001.83,136240.0,0.0009
20160309,3071.91,3045.92,3072.92,3020.13,111470.0,-0.0115
20160310,3013.15,3056.21,3074.16,3012.69,76070.0,-0.0191
20160311,3018.28,2990.21,3026.44,2982.17,73330.0,0.0017000000000000001
20160314,3065.69,3039.57,3106.80,3034.00,117110.0,0.015700000000000002
20160315,3074.78,3061.34,3077.08,3028.58,98310.0,0.003
20160316,3090.03,3068.87,3100.35,3064.52,124740.0,0.005
20160317,3124.20,3096.81,3147.84,3077.57,121660.0,0.0111
20160318,3171.96,3136.22,3197.67,3130.10,197300.0,0.015300000000000001
20160321,3249.44,3203.29,3267.78,3198.36,233270.0,0.024399999999999998
20160322,3225.79,3231.61,3249.68,3218.73,161020.0,-0.0073
20160323,3236.09,3217.73,3242.25,3202.98,125680.0,0.0032
20160324,3181.85,3211.50,3221.91,3181.81,133130.0,-0.0168
20160325,3197.82,3176.81,3204.44,3174.32,97400.0,0.005
20160328,3169.73,3206.95,3229.62,3161.88,103440.0,-0.0088
20160329,3135.41,3171.31,3178.07,3122.76,97300.0,-0.0108
20160330,3216.28,3161.29,3216.68,3161.29,117800.0,0.0258
20160331,3218.09,3229.20,3241.93,3208.66,121550.0,0.0006
20160401,3221.89,3213.67,3222.61,3165.86,118120.0,0.0012
20160405,3264.49,3211.30,3271.93,3205.21,146050.0,0.0132
20160406,3257.53,3250.52,3267.64,3236.20,120200.0,-0.0021
20160407,3209.29,3266.29,3270.82,3208.64,112410.0,-0.0148
20160408,3185.73,3189.85,3197.77,3163.30,101010.0,-0.0073
20160411,3230.10,3213.51,3251.57,3213.51,125210.0,0.0139
20160412,3218.45,3227.37,3232.26,3198.90,92870.0,-0.0036
20160413,3261.38,3237.86,3296.52,3237.86,195610.0,0.013300000000000001
20160414,3275.83,3277.10,3286.07,3252.05,113160.0,0.0044
20160415,3272.21,3279.86,3282.98,3261.73,99810.0,-0.0011
20160418,3228.45,3252.67,3252.67,3221.66,97090.0,-0.0134
20160419,3238.30,3243.97,3250.73,3221.58,80870.0,0.0031
20160420,3181.03,3244.14,3248.42,3107.37,162210.0,-0.0177
20160421,3160.60,3160.80,3198.56,3150.94,104750.0,-0.0064
20160422,3174.90,3142.56,3175.38,3137.99,77080.0,0.0045000000000000005
20160425,3162.03,3164.74,3172.27,3137.11,67520.0,-0.0040999999999999995
20160426,3179.16,3159.77,3181.10,3150.40,59020.0,0.0054
20160427,3165.92,3181.93,3188.83,3162.69,60000.0,-0.0042
20160428,3160.58,3169.33,3174.77,3135.64,69870.0,-0.0017000000000000001
20160429,3156.75,3153.54,3171.29,3149.40,58030.0,-0.0012
20160503,3213.54,3159.82,3218.49,3151.40,98170.0,0.018000000000000002
20160504,3209.46,3203.47,3222.88,3198.29,90860.0,-0.0013
20160505,3213.92,3204.17,3217.28,3196.57,74730.0,0.0014000000000000002
20160506,3130.35,3213.14,3216.89,3130.15,108680.0,-0.026000000000000002
20160509,3065.62,3115.43,3115.43,3055.01,99230.0,-0.0207
20160510,3069.11,3055.21,3084.72,3055.18,68850.0,0.0011
20160511,3082.81,3080.64,3102.88,3063.09,81790.0,0.0045000000000000005
20160512,3090.14,3059.38,3095.35,3035.02,78770.0,0.0024
20160513,3074.94,3081.68,3103.10,3064.69,62630.0,-0.0049
20160516,3095.31,3064.53,3095.56,3053.66,59460.0,0.0066
20160517,3086.02,3095.52,3105.20,3073.46,65280.0,-0.003
20160518,3068.04,3071.53,3072.61,3039.46,82720.0,-0.0058
20160519,3062.50,3060.34,3086.98,3058.14,60440.0,-0.0018
20160520,3078.22,3047.78,3078.53,3041.52,56080.0,0.0051
20160523,3087.22,3078.51,3098.48,3076.50,59700.0,0.0029
20160524,3063.56,3083.24,3083.26,3052.59,58730.0,-0.0077
20160525,3059.23,3079.75,3089.10,3054.87,56650.0,-0.0014000000000000002
20160526,3064.21,3056.60,3072.52,3027.44,60390.0,0.0016
20160527,3062.50,3059.73,3073.76,3052.18,60470.0,-0.0006
20160530,3066.71,3056.31,3075.26,3037.66,63100.0,0.0014000000000000002
20160531,3169.56,3068.60,3170.93,3068.60,138860.0,0.0335
20160601,3160.55,3172.96,3181.79,3159.82,113150.0,-0.0028000000000000004
20160602,3167.10,3158.03,3168.82,3151.07,86000.0,0.0021
20160603,3189.33,3172.95,3201.75,3162.09,101490.0,0.006999999999999999
20160606,3178.79,3192.78,3197.22,3168.55,76690.0,-0.0033
20160607,3177.05,3182.44,3186.62,3168.18,68930.0,-0.0005
20160608,3163.99,3171.81,3174.97,3148.35,76290.0,-0.0040999999999999995
20160613,3066.34,3134.05,3145.61,3065.77,92980.0,-0.030899999999999997
20160614,3075.98,3058.44,3078.75,3055.66,66280.0,0.0031
20160615,3116.37,3043.96,3128.67,3042.23,87390.0,0.0131
